10010,0.387228
10010,0.392625
1010,0.02712
1010,0.026251
10110,0.413798
10110,0.412532
10210,0.234564
10210,0.246369
10310,0.339504
10310,0.301954
10410,0.399484
10410,0.571933
10510,0.112647
10510,0.164011
10610,0.33939
10610,0.264651
10710,0.14111
10710,0.146778
10810,0.133737
10810,0.139199
10910,0.317685
10910,0.290715
10,0.000575
10,0.000449
11010,0.317699
11010,0.326763
110,0.003384
110,0.003434
1110,0.024785
1110,0.028167
11110,0.414686
11110,0.395417
11210,0.31408
11210,0.301663
11310,0.252937
11310,0.263727
11410,0.2845
11410,0.289704
11510,0.340236
11510,0.336896
11610,0.33225
11610,0.31827
11710,0.210875
11710,0.207183
11810,0.239275
11810,0.234178
11910,0.473592
11910,0.454509
12010,0.094418
12010,0.079968
1210,0.03497
1210,0.032838
12110,0.233705
12110,0.242158
12210,0.155332
12210,0.162338
12310,0.4084
12310,0.381297
12410,0.20135
12410,0.207847
12510,0.148644
12510,0.145892
12610,0.607784
12610,0.59717
12710,0.435397
12710,0.351399
12810,0.371202
12810,0.365963
12910,0.320794
12910,0.318143
13010,0.208706
13010,0.213149
1310,0.034263
1310,0.031063
13110,0.215335
13110,0.213307
13210,0.345483
13210,0.348794
13310,0.357285
13310,0.336152
13410,0.435948
13410,0.420381
13510,0.263278
13510,0.23329
13610,0.266399
13610,0.270599
13710,0.410283
13710,0.464209
13810,0.134
13810,0.132172
13910,0.472782
13910,0.509974
14010,0.365749
14010,0.371518
1410,0.054822
1410,0.047212
14110,0.497344
14110,0.522562
14210,0.195708
14210,0.200835
14310,0.480901
14310,0.453637
14410,0.467455
14410,0.469009
14510,0.323382
14510,0.329037
14610,0.495232
14610,0.497593
14710,0.215369
14710,0.213869
14810,0.414344
14810,0.41962
14910,0.24043
14910,0.238105
15010,0.499992
15010,0.461954
1510,0.030917
1510,0.031544
15110,0.693677
15110,0.692077
15210,0.404039
15210,0.380365
15310,0.547845
15310,0.560592
15410,0.508028
15410,0.494322
15510,0.531924
15510,0.545759
15610,0.172687
15610,0.184219
15710,0.124423
15710,0.128714
15810,0.204958
15810,0.199792
15910,0.744557
15910,0.783382
16010,0.56555
16010,0.562414
1610,0.036169
1610,0.035229
16110,0.344101
16110,0.335235
16210,0.774323
16210,0.787203
16310,0.314932
16310,0.321095
16410,0.167528
16410,0.172981
16510,0.395124
16510,0.39746
16610,0.880147
16610,0.88224
16710,0.335155
16710,0.335744
16810,0.596089
16810,0.595114
16910,0.414316
16910,0.413177
17010,0.400846
17010,0.345639
1710,0.026193
1710,0.02649
17110,0.872444
17110,0.783223
17210,0.499782
17210,0.495532
17310,0.409014
17310,0.410465
17410,0.193115
17410,0.243719
17510,0.457037
17510,0.45061
17610,0.611758
17610,0.633894
17710,0.759621
17710,0.757914
17810,0.43673
17810,0.466933
17910,0.255406
17910,0.253947
18010,0.505752
18010,0.530945
1810,0.037697
1810,0.028306
18110,0.690056
18110,0.729453
18210,0.767476
18210,0.707949
18310,0.221941
18310,0.216017
18410,0.086239
18410,0.088932
18510,0.254471
18510,0.27168
18610,0.250873
18610,0.251282
18710,0.374241
18710,0.36556
18810,0.204483
18810,0.204609
18910,0.201286
18910,0.203965
19010,0.70689
19010,0.715201
1910,0.011832
1910,0.009844
19110,0.314952
19110,0.31751
19210,0.676087
19210,0.68115
19310,0.099326
19310,0.097126
19410,0.77377
19410,0.787989
19510,0.764756
19510,0.761131
19610,0.570394
19610,0.647607
19710,0.100986
19710,0.098866
19810,0.683277
19810,0.580291
19910,0.479447
19910,0.563815
20010,0.461797
20010,0.408538
2010,0.041159
2010,0.04291
20110,0.50818
20110,0.561634
20210,0.435709
20210,0.476738
20310,0.437338
20310,0.443204
20410,0.30445
20410,0.239951
20510,0.844778
20510,0.858569
20610,0.268165
20610,0.274723
20710,0.657452
20710,0.730958
20810,0.562262
20810,0.544676
20910,0.605155
20910,0.592258
21010,0.345114
21010,0.349671
210,0.006498
210,0.00556
2110,0.011777
2110,0.011784
21110,0.509053
21110,0.506103
21210,0.557975
21210,0.549324
21310,0.524215
21310,0.509909
21410,0.209181
21410,0.215348
21510,0.35998
21510,0.373802
21610,0.240363
21610,0.2371
21710,0.241903
21710,0.243502
21810,0.633955
21810,0.63136
21910,0.547314
21910,0.549135
22010,0.86301
22010,0.852215
2210,0.038812
2210,0.041487
22110,0.647808
22110,0.663909
22210,0.308813
22210,0.307392
22310,0.194388
22310,0.193887
22410,0.656698
22410,0.632088
22510,0.491675
22510,0.481127
22610,0.948768
22610,0.927948
22710,0.825263
22710,0.844681
22810,0.580824
22810,0.575567
22910,0.62799
22910,0.637294
23010,0.322509
23010,0.321759
2310,0.043609
2310,0.040074
23110,0.533836
23110,0.532494
23210,0.461709
23210,0.462148
23310,0.534259
23310,0.538027
23410,0.391945
23410,0.392925
23510,0.560682
23510,0.556798
23610,0.932976
23610,0.937554
23710,0.480438
23710,0.480518
23810,1.19567
23810,1.19508
23910,0.531527
23910,0.520604
24010,0.138459
24010,0.138333
2410,0.05138
2410,0.048819
24110,0.984823
24110,0.977151
24210,0.630648
24210,0.622821
24310,0.895087
24310,0.890867
24410,0.340874
24410,0.347163
24510,1.02459
24510,1.01399
24610,0.877407
24610,0.868042
24710,0.628293
24710,0.61524
24810,0.517775
24810,0.484958
24910,0.348424
24910,0.345411
25010,0.762092
25010,0.761002
2510,0.056702
2510,0.055615
25110,0.501241
25110,0.589861
25210,1.24123
25210,1.22739
25310,0.612528
25310,0.61244
25410,0.377736
25410,0.374325
25510,0.436965
25510,0.433149
25610,0.501845
25610,0.50069
25710,0.812201
25710,0.811607
25810,0.366861
25810,0.366772
25910,0.551241
25910,0.552075
26010,0.804854
26010,0.809079
2610,0.068335
2610,0.064466
26110,0.390958
26110,0.389967
26210,1.20333
26210,1.20598
26310,0.399431
26310,0.400852
26410,0.371632
26410,0.370821
26510,0.662062
26510,0.671587
26610,1.19835
26610,1.20023
26710,0.69227
26710,0.686299
26810,0.975987
26810,0.973884
26910,0.848973
26910,0.861081
27010,1.09327
27010,1.08316
2710,0.04685
2710,0.046512
27110,0.533719
27110,0.54739
27210,0.55711
27210,0.545304
27310,1.24779
27310,1.23506
27410,0.762858
27410,0.755758
27510,0.576163
27510,0.576529
27610,0.385111
27610,0.388849
27710,0.31127
27710,0.309142
27810,0.959499
27810,0.95898
27910,0.845868
27910,0.843271
28010,0.962138
28010,0.954227
2810,0.066565
2810,0.06568
28110,1.0028
28110,1.01096
28210,0.728961
28210,0.712835
28310,0.816202
28310,0.8141
28410,0.786304
28410,0.733212
28510,1.22682
28510,1.2124
28610,0.322121
28610,0.321022
28710,0.54092
28710,0.562842
28810,0.317982
28810,0.320214
28910,0.676386
28910,0.671227
29010,0.464463
29010,0.467154
2910,0.02852
2910,0.027531
29110,0.423542
29110,0.430909
29210,0.325271
29210,0.327986
29310,0.915237
29310,0.957436
29410,0.892124
29410,0.912091
29510,1.19916
29510,1.17872
29610,0.813124
29610,0.796845
29710,0.534745
29710,0.528649
29810,0.628456
29810,0.523151
29910,0.576245
29910,0.628845
30010,0.52619
30010,0.425844
3010,0.054027
3010,0.053548
30110,1.12992
30110,1.12883
30210,1.17205
30210,1.10601
30310,1.64308
30310,1.63846
30410,0.44101
30410,0.446534
30510,0.844086
30510,0.832097
30610,0.944329
30610,0.93665
30710,0.713169
30710,0.710152
30810,0.969843
30810,0.984411
30910,0.165897
30910,0.16271
31010,0.463717
31010,0.457841
310,0.008755
310,0.006594
3110,0.070906
3110,0.070603
31110,0.829238
31110,0.82182
31210,0.886818
31210,0.890748
31310,0.350269
31310,0.345908
31410,0.534029
31410,0.531969
31510,0.484162
31510,0.491677
31610,0.450247
31610,0.461244
31710,1.05626
31710,1.01701
31810,0.45275
31810,0.452375
31910,1.16874
31910,1.16766
32010,0.579157
32010,0.58077
3210,0.068022
3210,0.066762
32110,0.998634
32110,0.98338
32210,0.989561
32210,0.980938
32310,1.08628
32310,1.0899
32410,1.42479
32410,1.44684
32510,0.447584
32510,0.453638
32610,1.31838
32610,1.3566
32710,0.569347
32710,0.571523
32810,0.188601
32810,0.1893
32910,0.936968
32910,0.942136
33010,1.2634
33010,1.26879
3310,0.065794
3310,0.062398
33110,0.545973
33110,0.541109
33210,0.439775
33210,0.446815
33310,0.879794
33310,0.872289
33410,1.02006
33410,1.04023
33510,1.07998
33510,1.03521
33610,1.09036
33610,1.08505
33710,0.770903
33710,0.758468
33810,0.870223
33810,0.867443
33910,0.776389
33910,0.848307
34010,0.761274
34010,0.653805
3410,0.11779
3410,0.122103
34110,1.31235
34110,1.29889
34210,1.13678
34210,1.1332
34310,1.01316
34310,1.01758
34410,1.80768
34410,1.81031
34510,1.23053
34510,1.18635
34610,0.294691
34610,0.294588
34710,0.698213
34710,0.684379
34810,0.922827
34810,0.928061
34910,0.476333
34910,0.467075
35010,1.20569
35010,1.20198
3510,0.103232
3510,0.103672
35110,0.707692
35110,0.697609
35210,0.274838
35210,0.277307
35310,1.15815
35310,1.15793
35410,0.570505
35410,0.571797
35510,1.32222
35510,1.3236
35610,0.977481
35610,0.987999
35710,0.893348
35710,0.886777
35810,1.44401
35810,1.44623
35910,1.2324
35910,1.24594
36010,1.6712
36010,1.67233
3610,0.070505
3610,0.062937
36110,0.793118
36110,0.759423
36210,1.25606
36210,1.2587
36310,0.964733
36310,0.97399
36410,0.172066
36410,0.173607
36510,1.33112
36510,1.33427
36610,0.835375
36610,0.841174
36710,1.04603
36710,1.037
36810,0.97905
36810,1.00277
36910,0.886729
36910,0.887164
37010,0.524309
37010,0.519754
3710,0.12097
3710,0.119008
37110,1.29236
37110,1.30719
37210,1.48895
37210,1.49409
37310,0.960024
37310,0.968361
37410,1.47039
37410,1.48018
37510,0.968761
37510,0.961202
37610,0.818353
37610,0.809614
37710,1.46911
37710,1.45962
37810,0.543511
37810,0.548599
37910,1.16094
37910,1.17159
38010,0.611807
38010,0.600205
3810,0.124796
3810,0.130053
38110,1.08202
38110,1.08582
38210,0.26124
38210,0.247168
38310,0.896512
38310,0.882931
38410,0.298927
38410,0.286691
38510,1.77995
38510,1.76478
38610,1.54008
38610,1.60878
38710,0.195358
38710,0.198613
38810,1.12685
38810,1.13356
38910,0.849935
38910,0.847523
39010,0.77402
39010,0.767389
3910,0.07673
3910,0.074329
39110,0.885477
39110,0.879679
39210,0.774611
39210,0.77667
39310,0.792817
39310,0.80011
39410,0.692392
39410,0.677061
39510,1.09295
39510,1.08934
39610,0.441777
39610,0.438663
39710,1.81432
39710,1.80521
39810,1.09815
39810,1.11239
39910,0.790925
39910,0.793572
40010,0.483191
40010,0.47962
4010,0.073939
4010,0.072384
40110,0.915285
40110,0.903384
40210,0.470476
40210,0.470037
40310,1.22792
40310,1.21701
40410,0.56049
40410,0.562593
40510,1.35917
40510,1.3536
40610,1.32237
40610,1.36724
40710,1.49293
40710,1.42962
40810,1.44917
40810,1.44282
40910,0.940344
40910,0.950249
41010,0.834439
41010,0.818621
410,0.014265
410,0.010476
4110,0.202743
4110,0.207675
41110,0.723491
41110,0.719552
41210,1.3864
41210,1.37516
41310,0.705113
41310,0.701738
41410,0.822628
41410,0.826851
41510,0.233808
41510,0.230126
41610,1.49032
41610,1.47238
41710,1.14977
