10, 3, 4, 10, 8, 0.000543
10, 3, 4, 10, 8, 0.000291
10, 3, 4, 10, 8, 0.000312
10, 3, 4, 10, 8, 0.000354
10, 3, 4, 10, 8, 0.000341
10, 3, 4, 10, 8, 0.000293
10, 3, 4, 10, 8, 0.000308
10, 3, 4, 10, 8, 0.000282
10, 3, 4, 10, 8, 0.000291
10, 3, 4, 10, 8, 0.000305
10, 3, 4, 20, 14, 0.000316
10, 3, 4, 20, 14, 0.000304
10, 3, 4, 20, 14, 0.000315
10, 3, 4, 20, 14, 0.00031
10, 3, 4, 20, 14, 0.000288
10, 3, 4, 20, 14, 0.000367
10, 3, 4, 20, 14, 0.000285
10, 3, 4, 20, 14, 0.000284
10, 3, 4, 20, 14, 0.000325
10, 3, 4, 20, 14, 0.000274
10, 3, 4, 30, 22, 0.000316
10, 3, 4, 30, 22, 0.000511
10, 3, 4, 30, 22, 0.000346
10, 3, 4, 30, 22, 0.000328
10, 3, 4, 30, 22, 0.00028
10, 3, 4, 30, 22, 0.000282
10, 3, 4, 30, 22, 0.000302
10, 3, 4, 30, 22, 0.000281
10, 3, 4, 30, 22, 0.000383
10, 3, 4, 30, 22, 0.00029
10, 3, 4, 40, 24, 0.000321
10, 3, 4, 40, 24, 0.000319
10, 3, 4, 40, 24, 0.000325
10, 3, 4, 40, 24, 0.000293
10, 3, 4, 40, 24, 0.000311
10, 3, 4, 40, 24, 0.000271
10, 3, 4, 40, 24, 0.000292
10, 3, 4, 40, 24, 0.000287
10, 3, 4, 40, 24, 0.000278
10, 3, 4, 40, 24, 0.000283
10, 3, 4, 50, 35, 0.000458
10, 3, 4, 50, 35, 0.000966
10, 3, 4, 50, 35, 0.00034
10, 3, 4, 50, 35, 0.000304
10, 3, 4, 50, 35, 0.000291
10, 3, 4, 50, 35, 0.000321
10, 3, 4, 50, 35, 0.000283
10, 3, 4, 50, 35, 0.00029
10, 3, 4, 50, 35, 0.000429
10, 3, 4, 50, 35, 0.000284
10, 3, 4, 60, 22, 0.000319
10, 3, 4, 60, 22, 0.000312
